"DATAREG";"EXTNO";"CODIGO BARRA";"REGISTRO";"GRUPO";"FAMILIA";"GENERO";"ESPECIE";"AUTOR";"INFRAESPEC";"RANKINFRA";"AUTORINFRA";"ORIGEM_NR";"HERBARIO";"DET";"QUALIFIC";"DATADET";"PAIS";"ESTADO";"MUNICIPIO";"LATGRAU";"LATMIN";"LATSEG";"LATDIREC";"LONGGRAU";"LONGMIN";"LONGSEG";"LONGDIREC";"X__1";"LOCALIDADE";"COORDENADA-OBS";"ALTITUDE";"ALTMAIOR";"HABITAT";"VEGETACAO";"COLETOR";"OUTROSCOL";"NUMCOLETOR";"CODIGOCOL";"DATACOL";"DIA";"MES";"ANO";"OBSCOL";"FENOFASE";"NUMDUPLS";"DESTINO";"LEMBRETE";"ANOEMPRESTIMO";"EMPRESTIMO";"NRPARTES";"EM";"PARA";"A_CUIDADOS";"DEVOLUCAO";"OBS";"REMESSA";"vazio";"COLEÇÃO";"TIPIFICAÇÃO";"JR";"PARQUE";"INVENTÁRIO 2001";"INVENTÁRIO";"C EPÍFITAS";"DISTRIBUIÇÃO DE DUPLICATAS";"SUSPEITO-CRIA";"LOCALIDADE DETALHADA";"DUPLICATA DE";"INVENTÁRIO 2010";"INVENTÁRIO 2010 OBS";"INVENTÁRIO 2010 LOCALIZADO"
"09/01/2007";NA;"MBML00002959";28257;"AD";"ACANTHACEAE";"Ruellia";"affinis";"(Schrad.) Lindau";NA;NA;NA;NA;NA;"L. Kollmann/15-12-2006";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;53;42;"S";40;30;12;"W";NA;"Estrada p/ Goiapaba-Açu";"Google Earth - aproximação pelo trecho da rodovia";NA;NA;NA;NA;"L. Kollmann";NA;9297;NA;"15/09/2006";15;9;2006;"Liana no sol, flores rosa choque.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"27/08/2007";NA;"MBML00002960";31081;"AD";"ACANTHACEAE";"Ruellia";"affinis";"(Schrad.) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;52;32;"S";40;48;52;"W";NA;"Aguas Claras. Zequinha";"GPS - arredores da coleta";"350";"450";NA;NA;"R.R. Vervloet";"V. Demuner, E. Bausen, T. A. Cruz";3191;NA;"15/08/2007";15;8;2007;"Escandente, flores com sépalas de cor verde e pétalas de cor vermelha.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"14/09/2015";NA;"MBML00003035";49242;"AD";"ACANTHACEAE";"Ruellia";"affinis";"(Schrad.) Lindau";NA;NA;NA;NA;NA;"André M. Assis/Dez.2013";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;6;38.7;"S";40;33;14.8;"W";NA;"RPPN Rancho Chapadão - Bragança";NA;"580";NA;NA;NA;"A. M. Assis";"J. Freitas";3859;NA;"01/07/2013";1;7;2013;"Escandente. Flores vemelhas com anteras brancas. Borda de mata ciliar (Córrego do Bicho).";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-09-14;NA;TRUE
"24/11/2004";NA;"MBML00002968";22903;"AD";"ACANTHACEAE";"Ruellia";"bahiensis";"(Nees) Morong";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"São Roque do Canaã";19;43;30;"S";40;36;30;"W";NA;"Distrito São Jacinto, Militon";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";7058;NA;NA;16;10;2004;"Erva, na meia sombra.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00002970";1770;"AD";"ACANTHACEAE";"Ruellia";"brevifolia";"(Pohl) C.Ezcurra";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;36;60;"W";NA;"Pátio do Museu de Biologia Mello Leitão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. A. Hoffmann";NA;92;"HOFFMANN, 92";NA;10;5;1984;"Arbustinho de 80cm, flores vermelhas.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"s";2002-05-23;NA;NA;"US, CEPEC";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00002972";2630;"AD";"ACANTHACEAE";"Ruellia";"brevifolia";"(Pohl) C.Ezcurra";NA;NA;NA;NA;NA;"M. Sobral/2008";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;36;60;"W";NA;"Pátio do Museu de Biologia Mello Leitão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"C. Angeli";NA;0;"ANGELI, (MBML2630)";NA;16;4;1984;"Arbusto mais de 1m, flores vermelhas, solo barro amarelado.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"s";2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00002971";2632;"AD";"ACANTHACEAE";"Ruellia";"brevifolia";"(Pohl) C.Ezcurra";NA;NA;NA;NA;NA;"M. Sobral/2008";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;36;60;"W";NA;"Pátio do Museu de Biologia Mello Leitão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1278;"FERNANDES, 1278";NA;20;6;1985;"Arbusto com 1,5, flores vermelhas, semi-sombra, próximo a casa de hóspedes.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"x";2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"03/10/2001";NA;"MBML00002974";14983;"AD";"ACANTHACEAE";"Ruellia";"brevifolia";"(Pohl) C.Ezcurra";NA;NA;NA;NA;NA;"L. Kollmann/27-08-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;36;60;"W";NA;"Pátio do Museu de Biologia Mello Leitão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";NA;4213;NA;NA;26;7;2001;"Erva 1m na sombra. Flores vermelhas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003052";1722;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1860;"FERNANDES, 1860";NA;20;2;1986;"Sub-arbusto 1,5m, botões florais verdes passando a rosas, frutos brunos, ciófilo, orla de capoeirão, grota.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003048";1732;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;60;"W";NA;"Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. Boone";NA;234;"BOONE, 234";NA;19;6;1984;"Porte arbustivo com flores roxeadas, solo avermelhado.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003037";1743;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/08-1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;60;"W";NA;"Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. Boone";NA;785;"BOONE, 785";NA;18;9;1985;"Erva, flor com corola alvo lilás, pilosidade transparente, semi-sombra, mata.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003055";1762;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/08-1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;12;"S";40;30;25;"W";NA;"Boeirão";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"J. M. Vimercat";NA;194;"VIMERCAT, 194";NA;13;6;1984;"Arbustinho de 40cm de altura, flores rosas com estames brancos, solo pedregoso.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003036";1774;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/08-1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;34;"S";40;35;5;"W";NA;"Mata do Duca Croce";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. A. Hoffmann";NA;100;"HOFFMANN, 100";NA;15;5;1984;"Arbustinho de 80cm, flores rosas-choque, solo úmido.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003047";1779;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/08-1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;60;"W";NA;"Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. Boone";NA;913;"BOONE, 913";NA;21;11;1985;"Erva com flores azul claras, ciófila, mata.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003042";5665;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"D. C. Wasshausen/08-1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"W. Boone";"et al";1308;"BOONE 1308";NA;12;7;1989;"Arbusto de +/- 1,5m, flor lilás, heliófila.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"25/08/1999";NA;"MBML00003050";10256;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;51;40;"S";40;36;54;"W";NA;"Estrada do Vinte e Cinco de Julho";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";2356;NA;NA;6;4;1999;"Beira de estrada. Planta 30cm na sombra. Flores rosas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"15/09/1999";NA;"MBML00003049";10470;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. P. Lopes";"E. Bausen & W. Pizziolo";691;NA;NA;12;5;1999;"Herbácea. Folhas arroxeadas. Flores brancas com linhas roxas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"15/09/1999";NA;"MBML00003053";10472;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. P. Lopes";"E. Bausen & W. Pizziolo";679;NA;NA;12;5;1999;"Arbusto 1m. Flores róseas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"08/02/2000";NA;"MBML00003040";11399;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;53;52;"S";40;48;53;"W";NA;"Pedra da Onça";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"V. Demuner";"et al";465;NA;NA;6;1;2000;"Arbusto 1,5m, botões florais, flores rosadas. Borda de mata.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";"X";NA;NA;2010-08-17;NA;TRUE
"01/03/2000";NA;"MBML00003041";11964;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"S. Profice";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";424;NA;NA;14;6;1995;"Arbusto, folhas verdes, flor rosa forte. Trilha rio Timbui descendo após cachoeira, sombra, solo raso sobre rocha, altitude aproximada 580m.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"01/03/2000";NA;"MBML00003038";11965;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"S. Profice";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";163;NA;NA;27;5;1994;"Arbusto, folhas verdes, flor rosa forte, sombra, pouco solo raso sobre rocha.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"01/03/2000";NA;"MBML00003043";11966;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"S. Profice";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";186;NA;NA;27;6;1994;"arbusto, altura 0.6m, pétalas maravilha, folha verde, verso verde claro.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"24/05/2000";NA;"MBML00003046";12543;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"V. Demuner";"et al";1044;NA;NA;11;5;2000;"Arbusto 1m, flores lilás. Sobre rocha (subindo a trilha da capoeira).";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"03/10/2001";NA;"MBML00003051";14980;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"L. Kollmann/26-07-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;36;60;"W";NA;"Pátio do Museu de Biologia Mello Leitão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";NA;4220;NA;NA;26;7;2001;"Erva 1m na sombra. Flores rosas escuras.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-28;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"03/10/2001";NA;"MBML00003054";15038;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;53;57;"S";40;47;53;"W";NA;"Várzea Alegre, cachoeira do Madalão";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"et al";4456;NA;NA;30;8;2001;"Erva 30cm na sombra. Flores rosas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"05/05/2003";NA;"MBML00003045";20343;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";2221;NA;NA;10;4;2003;"Erva com 50cm, flores com cálice verde, corola lilás, meia encosta, dossel 7m.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;"RB, SP";NA;NA;NA;2010-08-17;NA;TRUE
"15/12/2005";NA;"MBML00003044";25246;"AD";"ACANTHACEAE";"Ruellia";"curviflora";"Nees & Mart.";NA;NA;NA;NA;NA;"L. Kollmann/01-12-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"L. Kollmann";NA;8203;NA;NA;12;8;2005;"Erva 1m. Na sombra, flores lilás.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"11/11/1999";NA;"MBML00003060";11076;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"S. Profice/Out.1996";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";80;NA;NA;2;12;1995;"Herbácea, reptante, caule lenhoso, folha discolor, corola lilás, sépalas verdes, fruto verde. Beira da estrada, sol.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"10/08/2000";NA;"MBML00003059";13102;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;51;"S";40;40;41;"W";NA;"São João de Petrópolis";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"C. N. de Fraga";"et al";651;NA;NA;15;7;2000;"Mata Atlântica de encosta. Vegetação rupestre, flores azuladas, folha com lado aboxial lilás e superior com listas brancas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"16/11/2006";NA;"MBML00003056";26665;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;3;31;"S";40;28;14.3;"W";NA;"Serra do Ramalhete, Fazenda Caioaba, Prop.: Cláudio Virloni, trilha do Córrego Caioaba";"GPS - arredores da coleta";"200";"500";NA;NA;"V. Demuner";"L.F.S. Magnago, M. Belizário, Elias Bausen";1832;NA;"15/02/2006";15;2;2006;"Herbácea rupícola, flores lilás. Beira de riacho.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"07/02/2007";NA;"MBML00003057";28556;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;3;33;"S";40;28;14;"W";NA;"Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.";"GPS - arredores da coleta";"150";"650";NA;NA;"L. F. S. Magnago";"V. Demuner, M. Belizário, E. Bausen";428;NA;"05/01/2006";5;1;2006;"Herbácea terrestre.  Flores lilás . Mata beira do corrego.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"X";NA;NA;2010-08-17;NA;TRUE
"20/11/2007";NA;"MBML00003058";31858;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;3;17;"S";40;28;23;"W";NA;"Fazenda Caioaba, propr.: Claúdio Virloni.";"GPS - arredores da coleta";"150";"250";NA;NA;"V. Demuner";"T. A. Cruz, R. R. Vervloet e M. Belisario.";4391;NA;"24/10/2007";24;10;2007;"Erva, flores lilás. Interior de mata secundária, fundo de vale.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"23/11/2007";NA;"MBML00003061";31893;"AD";"ACANTHACEAE";"Ruellia";"geminiflora";"Kunth";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Maria de Jetibá";19;59;18;"S";40;37;58;"W";NA;"Divisa Santa Maria de Jetibá X Santa Leopoldina, Rio Claro, propriedade do Sr. Joaquim Schaeffer, trilha seguindo a cachoeira";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"J. Rossini";"L. C. Rossini & A. Aliprandi";675;NA;"28/09/2007";28;9;2007;"Rupícola, na cachoeira, folhas verdes escuras, flores roxas.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003062";1210;"AD";"ACANTHACEAE";NA;NA;NA;NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;34;26;"W";NA;"Vale dos Colibris";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1905;"FERNANDES, 1905";NA;17;3;1986;"Sub-arbusto 60cm, cálice verde e corola rosa-choque, ambos com pilosidade translúcida, semi-sombra, capoeirão, leito seco de riacho, solo pedregoso humoso.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-15;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
"10/12/2007";NA;"MBML00003063";32138;"AD";"ACANTHACEAE";"Ruellia";"laxa";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;54;12.3;"S";40;44;7.6;"W";NA;"Assentamento 16 de abril";"GPS - arredores da coleta";"175";"180";NA;NA;"H. Q. Boudet Fernandes";"V. Demuner, T. A. Cruz, R. R. Vervloet";3506;NA;"04/10/2007";4;10;2007;"Floresta de encosta explorada. Subarbusto 1m. Flores lilás com estrias vinosas no interior da corola.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003065";1744;"AD";"ACANTHACEAE";"Ruellia";"makoyana";"Jacob-Makoy ex Closon";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;37;14;"W";NA;"São Lourenço";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. A. Hoffmann";NA;57;"HOFFMANN, 57";NA;3;5;1985;"Flores roxas, solo escuro.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00003064";1760;"AD";"ACANTHACEAE";"Ruellia";"makoyana";"Jacob-Makoy ex Closon";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;20;"S";40;35;21;"W";NA;"Santo Antônio";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"R. M. Pizziolo";NA;137;"PIZZIOLO, R., 137";NA;29;5;1984;"Herbácea, flores roxas claras, solo amarelado.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
